"","scientific_name","region_name"
"6438","Euristhmus microceps","Central Western Shelf Transition "
"6439","Euristhmus nudiceps","Central Western Shelf Transition "
"6440","Eusurculus pistillum","Central Western Shelf Transition "
"6441","Euthynnus affinis","Central Western Shelf Transition "
"6442","Eviota bimaculata","Central Western Shelf Transition "
"6443","Eviota bipunctata","Central Western Shelf Transition "
"6444","Eviota distigma","Central Western Shelf Transition "
"6445","Eviota infulata","Central Western Shelf Transition "
"6446","Eviota inutilis","Central Western Shelf Transition "
"6447","Eviota melasma","Central Western Shelf Transition "
"6448","Eviota queenslandica","Central Western Shelf Transition "
"6449","Eviota storthynx","Central Western Shelf Transition "
"6450","Exallias brevis","Central Western Shelf Transition "
"6451","Exocoetus monocirrhus","Central Western Shelf Transition "
"6452","Exocoetus volitans","Central Western Shelf Transition "
"6453","Exyrias belissimus","Central Western Shelf Transition "
"6454","Feroxodon multistriatus","Central Western Shelf Transition "
"6455","Festucalex scalaris","Central Western Shelf Transition "
"6456","Filicampus tigris","Central Western Shelf Transition "
"6457","Fistularia commersonii","Central Western Shelf Transition "
"6458","Fistularia petimba","Central Western Shelf Transition "
"6459","Forcipiger flavissimus","Central Western Shelf Transition "
"6460","Fowleria aurita","Central Western Shelf Transition "
"6461","Fowleria variegata","Central Western Shelf Transition "
"6462","Furgaleus macki","Central Western Shelf Transition "
"6463","Fusigobius duospilus","Central Western Shelf Transition "
"6464","Fusigobius neophytus","Central Western Shelf Transition "
"6465","Galeocerdo cuvier","Central Western Shelf Transition "
"6466","Gasterochisma melampus","Central Western Shelf Transition "
"6467","Gerres oyena","Central Western Shelf Transition "
"6468","Gerres subfasciatus","Central Western Shelf Transition "
"6469","Glaucosoma buergeri","Central Western Shelf Transition "
"6470","Glaucosoma hebraicum","Central Western Shelf Transition "
"6471","Glaucostegus typus","Central Western Shelf Transition "
"6472","Gnathanodon speciosus","Central Western Shelf Transition "
"6473","Gnatholepis anjerensis","Central Western Shelf Transition "
"6474","Gnathophis melanocoelus","Central Western Shelf Transition "
"6475","Gobiodon citrinus","Central Western Shelf Transition "
"6476","Gobiodon histrio","Central Western Shelf Transition "
"6477","Gobiodon quinquestrigatus","Central Western Shelf Transition "
"6478","Gobiopsis arenaria","Central Western Shelf Transition "
"6479","Gomphosus varius","Central Western Shelf Transition "
"6480","Grammatorcynus bicarinatus","Central Western Shelf Transition "
"6481","Gymnocranius euanus","Central Western Shelf Transition "
"6482","Gymnocranius griseus","Central Western Shelf Transition "
"6483","Gymnothorax buroensis","Central Western Shelf Transition "
"6484","Gymnothorax eurostus","Central Western Shelf Transition "
"6485","Gymnothorax flavimarginatus","Central Western Shelf Transition "
"6486","Gymnothorax meleagris","Central Western Shelf Transition "
"6487","Gymnothorax pictus","Central Western Shelf Transition "
"6488","Gymnothorax prionodon","Central Western Shelf Transition "
"6489","Gymnothorax pseudothyrsoideus","Central Western Shelf Transition "
"6490","Gymnothorax thyrsoideus","Central Western Shelf Transition "
"6491","Gymnothorax undulatus","Central Western Shelf Transition "
"6492","Gymnothorax zonipectis","Central Western Shelf Transition "
"6493","Gymnura australis","Central Western Shelf Transition "
"6494","Halaelurus sellus","Central Western Shelf Transition "
"6495","Halicampus brocki","Central Western Shelf Transition "
"6496","Halicampus grayi","Central Western Shelf Transition "
"6497","Halicampus spinirostris","Central Western Shelf Transition "
"6498","Halichoeres biocellatus","Central Western Shelf Transition "
"6499","Halichoeres brownfieldi","Central Western Shelf Transition "
"6500","Halichoeres hortulanus","Central Western Shelf Transition "
"6501","Halichoeres margaritaceus","Central Western Shelf Transition "
"6502","Halichoeres marginatus","Central Western Shelf Transition "
"6503","Halichoeres melanochir","Central Western Shelf Transition "
"6504","Halichoeres nebulosus","Central Western Shelf Transition "
"6505","Halichoeres trimaculatus","Central Western Shelf Transition "
"6506","Haliichthys taeniophora","Central Western Shelf Transition "
"6507","Halophryne diemensis","Central Western Shelf Transition "
"6508","Halophryne ocellatus","Central Western Shelf Transition "
"6509","Hapalogenys dampieriensis","Central Western Shelf Transition "
"6510","Helcogramma decurrens","Central Western Shelf Transition "
"6511","Helcogramma striata","Central Western Shelf Transition "
"6512","Hemigaleus australiensis","Central Western Shelf Transition "
"6513","Hemigymnus fasciatus","Central Western Shelf Transition "
"6514","Hemigymnus melapterus","Central Western Shelf Transition "
"6515","Hemiramphus robustus","Central Western Shelf Transition "
"6516","Hemiscyllium ocellatum","Central Western Shelf Transition "
"6517","Hemiscyllium trispeculare","Central Western Shelf Transition "
"6518","Heniochus acuminatus","Central Western Shelf Transition "
"6519","Heniochus diphreutes","Central Western Shelf Transition "
"6520","Heniochus singularius","Central Western Shelf Transition "
"6521","Heptranchias perlo","Central Western Shelf Transition "
"6522","Herklotsichthys collettei","Central Western Shelf Transition "
"6523","Herklotsichthys koningsbergeri","Central Western Shelf Transition "
"6524","Herklotsichthys quadrimaculatus","Central Western Shelf Transition "
"6525","Heteroclinus adelaidae","Central Western Shelf Transition "
"6526","Heteropriacanthus cruentatus","Central Western Shelf Transition "
"6527","Himantura australis","Central Western Shelf Transition "
"6528","Himantura leoparda","Central Western Shelf Transition "
"6529","Hippichthys penicillus","Central Western Shelf Transition "
"6530","Hippocampus angustus","Central Western Shelf Transition "
"6531","Hippocampus planifrons","Central Western Shelf Transition "
"6532","Hippocampus tuberculatus","Central Western Shelf Transition "
"6533","Hipposcarus longiceps","Central Western Shelf Transition "
"6534","Hirundichthys speculiger","Central Western Shelf Transition "
"6535","Histrio histrio","Central Western Shelf Transition "
"6536","Hologymnosus annulatus","Central Western Shelf Transition "
"6537","Hologymnosus doliatus","Central Western Shelf Transition "
"6538","Hoplobrotula armata","Central Western Shelf Transition "
"6539","Hypnos monopterygius","Central Western Shelf Transition "
"6540","Hypoatherina temminckii","Central Western Shelf Transition "
"6541","Hypogaleus hyugaensis","Central Western Shelf Transition "
"6542","Hypopterus macroptera","Central Western Shelf Transition "
"6543","Hyporhamphus affinis","Central Western Shelf Transition "
"6544","Hyporhamphus dussumieri","Central Western Shelf Transition "
"6545","Hyporhamphus quoyi","Central Western Shelf Transition "
"6546","Hyporhamphus regularis","Central Western Shelf Transition "
"6547","Hypseleotris compressa","Central Western Shelf Transition "
"6548","Ichthyapus vulturis","Central Western Shelf Transition "
"6549","Ichthyscopus insperatus","Central Western Shelf Transition "
"6550","Inegocia japonica","Central Western Shelf Transition "
"6551","Iniistius pavo","Central Western Shelf Transition "
"6552","Inimicus didactylus","Central Western Shelf Transition "
"6553","Inimicus sinensis","Central Western Shelf Transition "
"6554","Irolita westraliensis","Central Western Shelf Transition "
"6555","Istiblennius edentulus","Central Western Shelf Transition "
"6556","Istiblennius lineatus","Central Western Shelf Transition "
"6557","Istiblennius meleagris","Central Western Shelf Transition "
"6558","Istigobius decoratus","Central Western Shelf Transition "
"6559","Istigobius nigroocellatus","Central Western Shelf Transition "
"6560","Istiophorus platypterus","Central Western Shelf Transition "
"6561","Kajikia audax","Central Western Shelf Transition "
"6562","Kanekonia queenslandica","Central Western Shelf Transition "
"6563","Katsuwonus pelamis","Central Western Shelf Transition "
"6564","Kraemeria merensis","Central Western Shelf Transition "
"6565","Kyphosus bigibbus","Central Western Shelf Transition "
"6566","Kyphosus cinerascens","Central Western Shelf Transition "
"6567","Kyphosus cornelii","Central Western Shelf Transition "
"6568","Kyphosus vaigiensis","Central Western Shelf Transition "
"6569","Labracinus lineatus","Central Western Shelf Transition "
"6570","Labrichthys unilineatus","Central Western Shelf Transition "
"6571","Labroides bicolor","Central Western Shelf Transition "
"6572","Labroides dimidiatus","Central Western Shelf Transition "
"6573","Lactoria cornuta","Central Western Shelf Transition "
"6574","Lactoria fornasini","Central Western Shelf Transition "
"6575","Lagocephalus inermis","Central Western Shelf Transition "
"6576","Lagocephalus lunaris","Central Western Shelf Transition "
"6577","Lagocephalus sceleratus","Central Western Shelf Transition "
"6578","Laiphognathus multimaculatus","Central Western Shelf Transition "
"6579","Leiuranus semicinctus","Central Western Shelf Transition "
"6580","Lepadichthys sandaracatus","Central Western Shelf Transition "
"6581","Lepidocybium flavobrunneum","Central Western Shelf Transition "
"6582","Lepidotrigla spinosa","Central Western Shelf Transition "
"6583","Leptojulis cyanopleura","Central Western Shelf Transition "
"6584","Leptoscarus vaigiensis","Central Western Shelf Transition "
"6585","Lepturacanthus savala","Central Western Shelf Transition "
"6586","Lethrinus atkinsoni","Central Western Shelf Transition "
"6587","Lethrinus genivittatus","Central Western Shelf Transition "
"6588","Lethrinus laticaudis","Central Western Shelf Transition "
"6589","Lethrinus miniatus","Central Western Shelf Transition "
"6590","Lethrinus nebulosus","Central Western Shelf Transition "
"6591","Lethrinus olivaceus","Central Western Shelf Transition "
"6592","Lethrinus rubrioperculatus","Central Western Shelf Transition "
"6593","Lethrinus variegatus","Central Western Shelf Transition "
"6594","Limnichthys fasciatus","Central Western Shelf Transition "
"6595","Lipocheilus carnolabrum","Central Western Shelf Transition "
"6596","Liza melinoptera","Central Western Shelf Transition "
"6597","Liza subviridis","Central Western Shelf Transition "
"6598","Liza vaigiensis","Central Western Shelf Transition "
"6599","Lobotes surinamensis","Central Western Shelf Transition "
"6600","Lophiocharon trisignatus","Central Western Shelf Transition "
"6601","Lophiomus setigerus","Central Western Shelf Transition "
"6602","Loxodon macrorhinus","Central Western Shelf Transition "
"6603","Lutjanus argentimaculatus","Central Western Shelf Transition "
"6604","Lutjanus bohar","Central Western Shelf Transition "
"6605","Lutjanus carponotatus","Central Western Shelf Transition "
"6606","Lutjanus fulviflamma","Central Western Shelf Transition "
"6607","Lutjanus kasmira","Central Western Shelf Transition "
"6608","Lutjanus lemniscatus","Central Western Shelf Transition "
"6609","Lutjanus monostigma","Central Western Shelf Transition "
"6610","Lutjanus quinquelineatus","Central Western Shelf Transition "
"6611","Lutjanus russellii","Central Western Shelf Transition "
"6612","Lutjanus vitta","Central Western Shelf Transition "
"6613","Macropharyngodon negrosensis","Central Western Shelf Transition "
"6614","Macropharyngodon ornatus","Central Western Shelf Transition "
"6615","Maculabatis astra","Central Western Shelf Transition "
"6616","Malacanthus brevirostris","Central Western Shelf Transition "
"6617","Manta alfredi","Central Western Shelf Transition "
"6618","Manta birostris","Central Western Shelf Transition "
"6619","Megalaspis cordyla","Central Western Shelf Transition "
"6620","Meiacanthus grammistes","Central Western Shelf Transition "
"6621","Melichthys niger","Central Western Shelf Transition "
"6622","Melichthys vidua","Central Western Shelf Transition "
"6623","Mene maculata","Central Western Shelf Transition "
"6624","Metavelifer multiradiatus","Central Western Shelf Transition "
"6625","Microcanthus strigatus","Central Western Shelf Transition "
"6626","Micrognathus micronotopterus","Central Western Shelf Transition "
"6627","Minous versicolor","Central Western Shelf Transition "
"6628","Mobula thurstoni","Central Western Shelf Transition "
"6629","Monacanthus chinensis","Central Western Shelf Transition "
"6630","Monocentris japonica","Central Western Shelf Transition "
"6631","Monotaxis grandoculis","Central Western Shelf Transition "
"6632","Moolgarda cunnesius","Central Western Shelf Transition "
"6633","Moringua ferruginea","Central Western Shelf Transition "
"6634","Mugil cephalus","Central Western Shelf Transition "
"6635","Mugilogobius littoralis","Central Western Shelf Transition "
"6636","Muraenesox bagio","Central Western Shelf Transition "
"6637","Muraenesox cinereus","Central Western Shelf Transition "
"6638","Myrichthys colubrinus","Central Western Shelf Transition "
"6639","Myripristis hexagonus","Central Western Shelf Transition "
"6640","Myripristis murdjan","Central Western Shelf Transition "
"6641","Myripristis violacea","Central Western Shelf Transition "
"6642","Narcine lasti","Central Western Shelf Transition "
"6643","Narcine westraliensis","Central Western Shelf Transition "
"6644","Naso brevirostris","Central Western Shelf Transition "
"6645","Naso fageni","Central Western Shelf Transition "
"6646","Naso lituratus","Central Western Shelf Transition "
"6647","Naso tonganus","Central Western Shelf Transition "
"6648","Naso unicornis","Central Western Shelf Transition "
"6649","Naucrates ductor","Central Western Shelf Transition "
"6650","Nealotus tripes","Central Western Shelf Transition "
"6651","Nebrius ferrugineus","Central Western Shelf Transition "
"6652","Negaprion acutidens","Central Western Shelf Transition "
"6653","Nelusetta ayraud","Central Western Shelf Transition "
"6654","Nematalosa come","Central Western Shelf Transition "
"6655","Nematalosa vlaminghi","Central Western Shelf Transition "
"6656","Nemipterus bathybius","Central Western Shelf Transition "
"6657","Neoarius graeffei","Central Western Shelf Transition "
"6658","Neoglyphidodon melas","Central Western Shelf Transition "
"6659","Neoglyphidodon nigroris","Central Western Shelf Transition "
"6660","Neopomacentrus azysron","Central Western Shelf Transition "
"6661","Neopomacentrus cyanomos","Central Western Shelf Transition "
"6662","Neopomacentrus filamentosus","Central Western Shelf Transition "
"6663","Neosebastes occidentalis","Central Western Shelf Transition "
"6664","Neosynchiropus morrisoni","Central Western Shelf Transition "
"6665","Neotrygon australiae","Central Western Shelf Transition "
"6666","Neotrygon leylandi","Central Western Shelf Transition "
"6667","Neotrygon ningalooensis","Central Western Shelf Transition "
"6668","Netuma bilineata","Central Western Shelf Transition "
"6669","Norfolkia brachylepis","Central Western Shelf Transition "
"6670","Notograptus guttatus","Central Western Shelf Transition "
"6671","Notolabrus parilus","Central Western Shelf Transition "
"6672","Novaculichthys taeniourus","Central Western Shelf Transition "
"6673","Omobranchus germaini","Central Western Shelf Transition "
"6674","Omobranchus punctatus","Central Western Shelf Transition "
"6675","Omobranchus rotundiceps","Central Western Shelf Transition "
"6676","Onigocia pedimacula","Central Western Shelf Transition "
"6677","Onigocia spinosa","Central Western Shelf Transition "
"6678","Ophichthus altipennis","Central Western Shelf Transition "
"6679","Ophichthus rutidoderma","Central Western Shelf Transition "
"6680","Opistognathus alleni","Central Western Shelf Transition "
"6681","Opistognathus darwiniensis","Central Western Shelf Transition "
"6682","Oplopomus oplopomus","Central Western Shelf Transition "
"6683","Orbonymus rameus","Central Western Shelf Transition "
"6684","Orectolobus halei","Central Western Shelf Transition "
"6685","Orectolobus hutchinsi","Central Western Shelf Transition "
"6686","Orectolobus maculatus","Central Western Shelf Transition "
"6687","Orectolobus wardi","Central Western Shelf Transition "
"6688","Ostichthys japonicus","Central Western Shelf Transition "
"6689","Ostorhinchus angustatus","Central Western Shelf Transition "
"6690","Ostorhinchus aureus","Central Western Shelf Transition "
"6691","Ostorhinchus chrysotaenia","Central Western Shelf Transition "
"6692","Ostorhinchus cookii","Central Western Shelf Transition "
"6693","Ostorhinchus cyanosoma","Central Western Shelf Transition "
"6694","Ostorhinchus doederleini","Central Western Shelf Transition "
"6695","Ostorhinchus endekataenia","Central Western Shelf Transition "
"6696","Ostorhinchus fasciatus","Central Western Shelf Transition "
"6697","Ostorhinchus rueppellii","Central Western Shelf Transition "
"6698","Ostorhinchus taeniophorus","Central Western Shelf Transition "
"6699","Ostorhinchus victoriae","Central Western Shelf Transition "
"6700","Ostracion cubicus","Central Western Shelf Transition "
"6701","Ostracion meleagris","Central Western Shelf Transition "
"6702","Ostracion nasus","Central Western Shelf Transition "
"6703","Oxycheilinus bimaculatus","Central Western Shelf Transition "
"6704","Oxycheilinus unifasciatus","Central Western Shelf Transition "
"6705","Oxyconger leptognathus","Central Western Shelf Transition "
"6706","Oxymonacanthus longirostris","Central Western Shelf Transition "
"6707","Parablennius postoculomaculatus","Central Western Shelf Transition "
"6708","Paracentropogon longispinis","Central Western Shelf Transition "
"6709","Paracentropogon vespa","Central Western Shelf Transition "
"6710","Parachaetodon ocellatus","Central Western Shelf Transition "
"6711","Parachaeturichthys polynema","Central Western Shelf Transition "
"6712","Paracirrhites arcatus","Central Western Shelf Transition "
"6713","Paracirrhites forsteri","Central Western Shelf Transition "
"6714","Paradiplogrammus enneactis","Central Western Shelf Transition "
"6715","Paragobiodon melanosoma","Central Western Shelf Transition "
"6716","Paramonacanthus choirocephalus","Central Western Shelf Transition "
"6717","Paramonacanthus curtorhynchos","Central Western Shelf Transition "
"6718","Parapercis biordinis","Central Western Shelf Transition "
"6719","Parapercis clathrata","Central Western Shelf Transition "
"6720","Parapercis millepunctata","Central Western Shelf Transition "
"6721","Parapercis nebulosa","Central Western Shelf Transition "
"6722","Paraplagusia bilineata","Central Western Shelf Transition "
"6723","Paraplagusia bleekeri","Central Western Shelf Transition "
"6724","Paraplotosus albilabris","Central Western Shelf Transition "
"6725","Paraplotosus butleri","Central Western Shelf Transition "
"6726","Parapriacanthus ransonneti","Central Western Shelf Transition "
"6727","Parascolopsis tanyactis","Central Western Shelf Transition "
"6728","Parascorpaena aurita","Central Western Shelf Transition "
"6729","Parascorpaena picta","Central Western Shelf Transition "
"6730","Paraulopus longianalis","Central Western Shelf Transition "
"6731","Parma occidentalis","Central Western Shelf Transition "
"6732","Parupeneus barberinoides","Central Western Shelf Transition "
"6733","Parupeneus chrysopleuron","Central Western Shelf Transition "
"6734","Parupeneus crassilabris","Central Western Shelf Transition "
"6735","Parupeneus cyclostomus","Central Western Shelf Transition "
"6736","Parupeneus heptacantha","Central Western Shelf Transition "
"6737","Parupeneus indicus","Central Western Shelf Transition "
"6738","Parupeneus multifasciatus","Central Western Shelf Transition "
"6739","Parupeneus pleurostigma","Central Western Shelf Transition "
"6740","Parupeneus spilurus","Central Western Shelf Transition "
"6741","Pastinachus ater","Central Western Shelf Transition "
"6742","Pateobatis fai","Central Western Shelf Transition "
"6743","Pateobatis jenkinsii","Central Western Shelf Transition "
"6744","Paxton concilians","Central Western Shelf Transition "
"6745","Pegasus volitans","Central Western Shelf Transition "
"6746","Pelates octolineatus","Central Western Shelf Transition "
"6747","Pelates quadrilineatus","Central Western Shelf Transition "
"6748","Pempheris analis","Central Western Shelf Transition "
"6749","Pempheris klunzingeri","Central Western Shelf Transition "
"6750","Pempheris mangula","Central Western Shelf Transition "
"6751","Pempheris oualensis","Central Western Shelf Transition "
"6752","Pempheris tominagai","Central Western Shelf Transition "
"6753","Pempheris ypsilychnus","Central Western Shelf Transition "
"6754","Pentaceros decacanthus","Central Western Shelf Transition "
"6755","Pentapodus emeryii","Central Western Shelf Transition "
"6756","Pentapodus porosus","Central Western Shelf Transition "
"6757","Pentapodus vitta","Central Western Shelf Transition "
"6758","Periophthalmus argentilineatus","Central Western Shelf Transition "
"6759","Pervagor janthinosoma","Central Western Shelf Transition "
"6760","Petroscirtes breviceps","Central Western Shelf Transition "
"6761","Petroscirtes mitratus","Central Western Shelf Transition "
"6762","Photopectoralis bindus","Central Western Shelf Transition "
"6763","Phyllichthys punctatus","Central Western Shelf Transition "
"6764","Phyllophichthus xenodontus","Central Western Shelf Transition "
"6765","Pisodonophis boro","Central Western Shelf Transition "
"6766","Pisodonophis cancrivorus","Central Western Shelf Transition "
"6767","Plagiotremus rhinorhynchos","Central Western Shelf Transition "
"6768","Plagiotremus tapeinosoma","Central Western Shelf Transition "
"6769","Platax batavianus","Central Western Shelf Transition "
"6770","Platax orbicularis","Central Western Shelf Transition "
"6771","Platax pinnatus","Central Western Shelf Transition "
"6772","Platax teira","Central Western Shelf Transition "
"6773","Platycephalus endrachtensis","Central Western Shelf Transition "
"6774","Platycephalus westraliae","Central Western Shelf Transition "
"6775","Plectorhinchus caeruleonothus","Central Western Shelf Transition "
"6776","Plectorhinchus chaetodonoides","Central Western Shelf Transition "
"6777","Plectorhinchus flavomaculatus","Central Western Shelf Transition "
"6778","Plectorhinchus gibbosus","Central Western Shelf Transition "
"6779","Plectorhinchus multivittatus","Central Western Shelf Transition "
"6780","Plectorhinchus unicolor","Central Western Shelf Transition "
"6781","Plectorhinchus vittatus","Central Western Shelf Transition "
"6782","Plectroglyphidodon dickii","Central Western Shelf Transition "
"6783","Plectroglyphidodon johnstonianus","Central Western Shelf Transition "
"6784","Plectroglyphidodon lacrymatus","Central Western Shelf Transition "
"6785","Plectroglyphidodon leucozona","Central Western Shelf Transition "
"6786","Plectropomus leopardus","Central Western Shelf Transition "
"6787","Plectropomus maculatus","Central Western Shelf Transition "
"6788","Plesiops coeruleolineatus","Central Western Shelf Transition "
"6789","Plotosus lineatus","Central Western Shelf Transition "
"6790","Polydactylus plebeius","Central Western Shelf Transition "
"6791","Pomacanthus imperator","Central Western Shelf Transition "
"6792","Pomacanthus semicirculatus","Central Western Shelf Transition "
"6793","Pomacanthus sexstriatus","Central Western Shelf Transition "
"6794","Pomacentrus coelestis","Central Western Shelf Transition "
"6795","Pomacentrus milleri","Central Western Shelf Transition "
"6796","Pomacentrus moluccensis","Central Western Shelf Transition "
"6797","Pomacentrus nagasakiensis","Central Western Shelf Transition "
"6798","Pomacentrus vaiuli","Central Western Shelf Transition "
"6799","Pomadasys kaakan","Central Western Shelf Transition "
"6800","Pomadasys maculatus","Central Western Shelf Transition "
"6801","Pomatomus saltatrix","Central Western Shelf Transition "
"6802","Priacanthus hamrur","Central Western Shelf Transition "
"6803","Priacanthus macracanthus","Central Western Shelf Transition "
"6804","Priacanthus tayenus","Central Western Shelf Transition "
"6805","Priolepis cincta","Central Western Shelf Transition "
"6806","Priolepis nuchifasciata","Central Western Shelf Transition "
"6807","Priolepis semidoliata","Central Western Shelf Transition "
"6808","Pristiapogon fraenatus","Central Western Shelf Transition "
"6809","Pristigenys niphonia","Central Western Shelf Transition "
"6810","Pristipomoides argyrogrammicus","Central Western Shelf Transition "
"6811","Pristipomoides filamentosus","Central Western Shelf Transition "
"6812","Pristipomoides multidens","Central Western Shelf Transition "
"6813","Pristipomoides sieboldii","Central Western Shelf Transition "
"6814","Pristipomoides typus","Central Western Shelf Transition "
"6815","Pristis zijsron","Central Western Shelf Transition "
"6816","Pristotis obtusirostris","Central Western Shelf Transition "
"6817","Psammoperca waigiensis","Central Western Shelf Transition "
"6818","Psettina senta","Central Western Shelf Transition "
"6819","Psettina tosana","Central Western Shelf Transition "
"6820","Psettodes erumei","Central Western Shelf Transition "
"6821","Pseudanthias cooperi","Central Western Shelf Transition "
"6822","Pseudanthias georgei","Central Western Shelf Transition "
"6823","Pseudobalistes fuscus","Central Western Shelf Transition "
"6824","Pseudocalliurichthys goodladi","Central Western Shelf Transition "
"6825","Pseudocaranx dinjerra","Central Western Shelf Transition "
"6826","Pseudocaranx wrighti","Central Western Shelf Transition "
"6827","Pseudocheilinus evanidus","Central Western Shelf Transition "
"6828","Pseudocheilinus hexataenia","Central Western Shelf Transition "
"6829","Pseudochromis cyanotaenia","Central Western Shelf Transition "
"6830","Pseudochromis fuscus","Central Western Shelf Transition "
"6831","Pseudochromis wilsoni","Central Western Shelf Transition "
"6832","Pseudojuloides elongatus","Central Western Shelf Transition "
"6833","Pseudomonacanthus peroni","Central Western Shelf Transition "
"6834","Pseudoplesiops rosae","Central Western Shelf Transition "
"6835","Pseudorhombus arsius","Central Western Shelf Transition "
"6836","Pseudorhombus dupliciocellatus","Central Western Shelf Transition "
"6837","Pseudorhombus elevatus","Central Western Shelf Transition "
"6838","Pseudorhombus jenynsii","Central Western Shelf Transition "
"6839","Pseudorhombus quinquocellatus","Central Western Shelf Transition "
"6840","Pseudorhombus spinosus","Central Western Shelf Transition "
"6841","Pteragogus enneacanthus","Central Western Shelf Transition "
"6842","Ptereleotris evides","Central Western Shelf Transition "
"6843","Pterocaesio digramma","Central Western Shelf Transition "
"6844","Pterois antennata","Central Western Shelf Transition "
"6845","Pterois russelii","Central Western Shelf Transition "
"6846","Pterois volitans","Central Western Shelf Transition "
"6847","Pteroplatytrygon violacea","Central Western Shelf Transition "
"6848","Pterygotrigla polyommata","Central Western Shelf Transition "
"6849","Rachycentron canadum","Central Western Shelf Transition "
"6850","Ranzania laevis","Central Western Shelf Transition "
"6851","Ratabulus fulviguttatus","Central Western Shelf Transition "
"6852","Redigobius nanus","Central Western Shelf Transition "
"6853","Remora remora","Central Western Shelf Transition "
"6854","Repomucenus calcaratus","Central Western Shelf Transition "
"6855","Repomucenus meridionalis","Central Western Shelf Transition "
"6856","Repomucenus sublaevis","Central Western Shelf Transition "
"6857","Rexea prometheoides","Central Western Shelf Transition "
"6858","Rhabdamia gracilis","Central Western Shelf Transition "
"6859","Rhabdosargus sarba","Central Western Shelf Transition "
"6860","Rhina ancylostomus","Central Western Shelf Transition "
"6861","Rhincodon typus","Central Western Shelf Transition "
"6862","Rhinecanthus aculeatus","Central Western Shelf Transition "
"6863","Rhinecanthus rectangulus","Central Western Shelf Transition "
"6864","Rhizoprionodon acutus","Central Western Shelf Transition "
"6865","Rhizoprionodon taylori","Central Western Shelf Transition "
"6866","Rhynchobatus australiae","Central Western Shelf Transition "
"6867","Rhynchobatus laevis","Central Western Shelf Transition "
"6868","Ryukyupercis gushikeni","Central Western Shelf Transition "
"6869","Salarias fasciatus","Central Western Shelf Transition "
"6870","Salarias ramosus","Central Western Shelf Transition "
"6871","Sarda orientalis","Central Western Shelf Transition "
"6872","Sardinella gibbosa","Central Western Shelf Transition "
"6873","Sardinella lemuru","Central Western Shelf Transition "
"6874","Sargocentron rubrum","Central Western Shelf Transition "
"6875","Saurenchelys finitimus","Central Western Shelf Transition "
"6876","Saurida argentea","Central Western Shelf Transition "
"6877","Scaevius milii","Central Western Shelf Transition "
"6878","Scarus chameleon","Central Western Shelf Transition "
"6879","Scarus dimidiatus","Central Western Shelf Transition "
"6880","Scarus frenatus","Central Western Shelf Transition "
"6881","Scarus ghobban","Central Western Shelf Transition "
"6882","Scarus globiceps","Central Western Shelf Transition "
"6883","Scarus niger","Central Western Shelf Transition "
"6884","Scarus oviceps","Central Western Shelf Transition "
"6885","Scarus prasiognathos","Central Western Shelf Transition "
"6886","Scarus psittacus","Central Western Shelf Transition "
"6887","Scarus rivulatus","Central Western Shelf Transition "
"6888","Scarus rubroviolaceus","Central Western Shelf Transition "
"6889","Scarus schlegeli","Central Western Shelf Transition "
"6890","Scolecenchelys gymnota","Central Western Shelf Transition "
"6891","Scolecenchelys laticaudata","Central Western Shelf Transition "
"6892","Scolopsis bilineata","Central Western Shelf Transition "
"6893","Scolopsis monogramma","Central Western Shelf Transition "
"6894","Scolopsis xenochrous","Central Western Shelf Transition "
"6895","Scomber australasicus","Central Western Shelf Transition "
"6896","Scomberoides commersonnianus","Central Western Shelf Transition "
"6897","Scomberomorus commerson","Central Western Shelf Transition "
"6898","Scomberomorus munroi","Central Western Shelf Transition "
"6899","Scomberomorus queenslandicus","Central Western Shelf Transition "
"6900","Scomberomorus semifasciatus","Central Western Shelf Transition "
"6901","Scorpaenodes evides","Central Western Shelf Transition "
"6902","Scorpaenodes guamensis","Central Western Shelf Transition "
"6903","Scorpaenopsis diabolus","Central Western Shelf Transition "
"6904","Scorpaenopsis neglecta","Central Western Shelf Transition "
"6905","Scorpaenopsis papuensis","Central Western Shelf Transition "
"6906","Scorpaenopsis possi","Central Western Shelf Transition "
"6907","Selaroides leptolepis","Central Western Shelf Transition "
"6908","Selenotoca multifasciata","Central Western Shelf Transition "
"6909","Seriola dumerili","Central Western Shelf Transition "
"6910","Seriolina nigrofasciata","Central Western Shelf Transition "
"6911","Setarches guentheri","Central Western Shelf Transition "
"6912","Siganus doliatus","Central Western Shelf Transition "
"6913","Siganus fuscescens","Central Western Shelf Transition "
"6914","Siganus lineatus","Central Western Shelf Transition "
"6915","Siganus punctatus","Central Western Shelf Transition "
"6916","Siganus spinus","Central Western Shelf Transition "
"6917","Siganus trispilos","Central Western Shelf Transition "
"6918","Silhouettea insinuans","Central Western Shelf Transition "
"6919","Sillago analis","Central Western Shelf Transition "
"6920","Sillago burra","Central Western Shelf Transition "
"6921","Sillago ingenuua","Central Western Shelf Transition "
"6922","Sillago vittata","Central Western Shelf Transition "
"6923","Sinobatis bulbicauda","Central Western Shelf Transition "
"6924","Siphamia cephalotes","Central Western Shelf Transition "
"6925","Sirembo metachroma","Central Western Shelf Transition "
"6926","Sirembo wami","Central Western Shelf Transition "
"6927","Solegnathus lettiensis","Central Western Shelf Transition "
"6928","Solenostomus cyanopterus","Central Western Shelf Transition "
