"","scientific_name","region_name"
"11326","Sphyrna lewini","Northeast Province "
"11327","Spicomacrurus kuronumai","Northeast Province "
"11328","Springerichthys kulbickii","Northeast Province "
"11329","Squaliolus aliae","Northeast Province "
"11330","Squalogadus modificatus","Northeast Province "
"11331","Squalus grahami","Northeast Province "
"11332","Squalus megalops","Northeast Province "
"11333","Squalus montalbani","Northeast Province "
"11334","Squalus notocaudatus","Northeast Province "
"11335","Squatina albipunctata","Northeast Province "
"11336","Stegastes albifasciatus","Northeast Province "
"11337","Stegastes gascoynei","Northeast Province "
"11338","Stegastes nigricans","Northeast Province "
"11339","Stegostoma fasciatum","Northeast Province "
"11340","Sternoptyx diaphana","Northeast Province "
"11341","Sternoptyx pseudobscura","Northeast Province "
"11342","Stethojulis bandanensis","Northeast Province "
"11343","Stomias affinis","Northeast Province "
"11344","Stomias longibarbatus","Northeast Province "
"11345","Strongylura incisa","Northeast Province "
"11346","Sufflamen chrysopterus","Northeast Province "
"11347","Sunagocia arenicola","Northeast Province "
"11348","Sunagocia otaitensis","Northeast Province "
"11349","Symbolophorus evermanni","Northeast Province "
"11350","Symphurus australis","Northeast Province "
"11351","Synagrops japonicus","Northeast Province "
"11352","Synanceia verrucosa","Northeast Province "
"11353","Synaphobranchus affinis","Northeast Province "
"11354","Synaphobranchus brevidorsalis","Northeast Province "
"11355","Synaphobranchus kaupii","Northeast Province "
"11356","Synaphobranchus oregoni","Northeast Province "
"11357","Synodus kaianus","Northeast Province "
"11358","Synodus oculeus","Northeast Province "
"11359","Synodus variegatus","Northeast Province "
"11360","Taenianotus triacanthus","Northeast Province "
"11361","Taeniopsetta ocellata","Northeast Province "
"11362","Taractichthys steindachneri","Northeast Province "
"11363","Tetrapturus angustirostris","Northeast Province "
"11364","Thalassoma amblycephalus","Northeast Province "
"11365","Thalassoma hardwicke","Northeast Province "
"11366","Thalassoma lunare","Northeast Province "
"11367","Thalassoma lutescens","Northeast Province "
"11368","Thalassoma nigrofasciatum","Northeast Province "
"11369","Thalassoma purpureum","Northeast Province "
"11370","Thalassoma quinquevittatum","Northeast Province "
"11371","Thalassoma trilobatum","Northeast Province "
"11372","Thunnus alalunga","Northeast Province "
"11373","Thunnus albacares","Northeast Province "
"11374","Thunnus obesus","Northeast Province "
"11375","Thunnus orientalis","Northeast Province "
"11376","Thunnus tonggol","Northeast Province "
"11377","Thysanophrys chiltonae","Northeast Province "
"11378","Tongaichthys robustus","Northeast Province "
"11379","Torpedo tokionis","Northeast Province "
"11380","Torquigener parcuspinus","Northeast Province "
"11381","Tosarhombus longimanus","Northeast Province "
"11382","Trachonurus gagates","Northeast Province "
"11383","Triacanthodes ethiops","Northeast Province "
"11384","Triaenodon obesus","Northeast Province "
"11385","Trimma benjamini","Northeast Province "
"11386","Trimma caesiura","Northeast Province "
"11387","Trimma emeryi","Northeast Province "
"11388","Trimma hamartium","Northeast Province "
"11389","Trimma kitrinum","Northeast Province "
"11390","Trimma macrophthalmus","Northeast Province "
"11391","Trimma maiandros","Northeast Province "
"11392","Trimma nasa","Northeast Province "
"11393","Trimma pentherum","Northeast Province "
"11394","Trimma taylori","Northeast Province "
"11395","Trimma unisquame","Northeast Province "
"11396","Trimma xanthum","Northeast Province "
"11397","Triodon macropterus","Northeast Province "
"11398","Triphoturus nigrescens","Northeast Province "
"11399","Uranoscopus terraereginae","Northeast Province "
"11400","Uroconger lepturus","Northeast Province "
"11401","Urolophus flavomosaicus","Northeast Province "
"11402","Urolophus piperatus","Northeast Province "
"11403","Valenciennea strigata","Northeast Province "
"11404","Variola louti","Northeast Province "
"11405","Ventrifossa johnboborum","Northeast Province "
"11406","Ventrifossa macropogon","Northeast Province "
"11407","Ventrifossa nigrodorsalis","Northeast Province "
"11408","Ventrifossa paxtoni","Northeast Province "
"11409","Ventrifossa sazonovi","Northeast Province "
"11410","Verilus pacificus","Northeast Province "
"11411","Verulux cypselurus","Northeast Province "
"11412","Vinciguerria nimbaria","Northeast Province "
"11413","Wetmorella albofasciata","Northeast Province "
"11414","Wetmorella nigropinnata","Northeast Province "
"11415","Xenocephalus australiensis","Northeast Province "
"11416","Xenolepidichthys dalgleishi","Northeast Province "
"11417","Xiphias gladius","Northeast Province "
"11418","Zanclus cornutus","Northeast Province "
"11419","Zebrasoma scopas","Northeast Province "
"11420","Zebrasoma veliferum","Northeast Province "
"11421","Zenion japonicum","Northeast Province "
"11422","Zenopsis nebulosa","Northeast Province "
"11423","Abalistes stellatus","Northeast Shelf Province "
"11424","Ablennes hians","Northeast Shelf Province "
"11425","Abudefduf bengalensis","Northeast Shelf Province "
"11426","Abudefduf septemfasciatus","Northeast Shelf Province "
"11427","Abudefduf sexfasciatus","Northeast Shelf Province "
"11428","Abudefduf sordidus","Northeast Shelf Province "
"11429","Abudefduf vaigiensis","Northeast Shelf Province "
"11430","Abudefduf whitleyi","Northeast Shelf Province "
"11431","Acanthaphritis barbata","Northeast Shelf Province "
"11432","Acanthocepola abbreviata","Northeast Shelf Province "
"11433","Acanthocepola krusensternii","Northeast Shelf Province "
"11434","Acanthocepola limbata","Northeast Shelf Province "
"11435","Acanthochromis polyacanthus","Northeast Shelf Province "
"11436","Acanthopagrus australis","Northeast Shelf Province "
"11437","Acanthopagrus pacificus","Northeast Shelf Province "
"11438","Acanthosphex leurynnis","Northeast Shelf Province "
"11439","Acanthurus albipectoralis","Northeast Shelf Province "
"11440","Acanthurus auranticavus","Northeast Shelf Province "
"11441","Acanthurus bariene","Northeast Shelf Province "
"11442","Acanthurus blochii","Northeast Shelf Province "
"11443","Acanthurus dussumieri","Northeast Shelf Province "
"11444","Acanthurus grammoptilus","Northeast Shelf Province "
"11445","Acanthurus lineatus","Northeast Shelf Province "
"11446","Acanthurus mata","Northeast Shelf Province "
"11447","Acanthurus nigricans","Northeast Shelf Province "
"11448","Acanthurus nigricauda","Northeast Shelf Province "
"11449","Acanthurus nigrofuscus","Northeast Shelf Province "
"11450","Acanthurus nigros","Northeast Shelf Province "
"11451","Acanthurus olivaceus","Northeast Shelf Province "
"11452","Acanthurus pyroferus","Northeast Shelf Province "
"11453","Acanthurus triostegus","Northeast Shelf Province "
"11454","Acanthurus xanthopterus","Northeast Shelf Province "
"11455","Acentrogobius caninus","Northeast Shelf Province "
"11456","Acentrogobius janthinopterus","Northeast Shelf Province "
"11457","Acentrogobius viridipunctatus","Northeast Shelf Province "
"11458","Acentronura breviperula","Northeast Shelf Province "
"11459","Acreichthys radiatus","Northeast Shelf Province "
"11460","Adventor elongatus","Northeast Shelf Province "
"11461","Aeoliscus strigatus","Northeast Shelf Province "
"11462","Aesopia cornuta","Northeast Shelf Province "
"11463","Aethaloperca rogaa","Northeast Shelf Province "
"11464","Aetobatus ocellatus","Northeast Shelf Province "
"11465","Aetomylaeus nichofii","Northeast Shelf Province "
"11466","Aetomylaeus vespertilio","Northeast Shelf Province "
"11467","Albula argentea","Northeast Shelf Province "
"11468","Albula oligolepis","Northeast Shelf Province "
"11469","Aldrichetta forsteri","Northeast Shelf Province "
"11470","Alectis ciliaris","Northeast Shelf Province "
"11471","Alectis indica","Northeast Shelf Province "
"11472","Alepes apercna","Northeast Shelf Province "
"11473","Alepes kleinii","Northeast Shelf Province "
"11474","Alepes vari","Northeast Shelf Province "
"11475","Alionematichthys riukiuensis","Northeast Shelf Province "
"11476","Allips concolor","Northeast Shelf Province "
"11477","Allomycterus pilatus","Northeast Shelf Province "
"11478","Alopias superciliosus","Northeast Shelf Province "
"11479","Aluterus monoceros","Northeast Shelf Province "
"11480","Aluterus scriptus","Northeast Shelf Province "
"11481","Amanses scopas","Northeast Shelf Province "
"11482","Ambassis dussumieri","Northeast Shelf Province "
"11483","Ambassis interrupta","Northeast Shelf Province "
"11484","Ambassis nalua","Northeast Shelf Province "
"11485","Ambiserrula jugosa","Northeast Shelf Province "
"11486","Amblycirrhitus bimacula","Northeast Shelf Province "
"11487","Amblyeleotris callopareia","Northeast Shelf Province "
"11488","Amblyeleotris diagonalis","Northeast Shelf Province "
"11489","Amblyeleotris fontanesii","Northeast Shelf Province "
"11490","Amblyeleotris guttata","Northeast Shelf Province "
"11491","Amblyeleotris ogasawarensis","Northeast Shelf Province "
"11492","Amblyeleotris periophthalmus","Northeast Shelf Province "
"11493","Amblyeleotris randalli","Northeast Shelf Province "
"11494","Amblyeleotris rubrimarginata","Northeast Shelf Province "
"11495","Amblyeleotris steinitzi","Northeast Shelf Province "
"11496","Amblyeleotris stenotaeniata","Northeast Shelf Province "
"11497","Amblyeleotris wheeleri","Northeast Shelf Province "
"11498","Amblygaster sirm","Northeast Shelf Province "
"11499","Amblyglyphidodon aureus","Northeast Shelf Province "
"11500","Amblyglyphidodon curacao","Northeast Shelf Province "
"11501","Amblyglyphidodon leucogaster","Northeast Shelf Province "
"11502","Amblygobius bynoensis","Northeast Shelf Province "
"11503","Amblygobius decussatus","Northeast Shelf Province "
"11504","Amblygobius nocturnus","Northeast Shelf Province "
"11505","Amblygobius phalaena","Northeast Shelf Province "
"11506","Amblygobius rainfordi","Northeast Shelf Province "
"11507","Amblygobius sphynx","Northeast Shelf Province "
"11508","Amblyotrypauchen arctocephalus","Northeast Shelf Province "
"11509","Amblypomacentrus breviceps","Northeast Shelf Province "
"11510","Ammodytoides vagus","Northeast Shelf Province "
"11511","Amniataba caudavittata","Northeast Shelf Province "
"11512","Amoya gracilis","Northeast Shelf Province "
"11513","Amoya madraspatensis","Northeast Shelf Province "
"11514","Amoya moloana","Northeast Shelf Province "
"11515","Amphiprion akindynos","Northeast Shelf Province "
"11516","Amphiprion chrysopterus","Northeast Shelf Province "
"11517","Amphiprion clarkii","Northeast Shelf Province "
"11518","Amphiprion melanopus","Northeast Shelf Province "
"11519","Amphiprion percula","Northeast Shelf Province "
"11520","Amphiprion perideraion","Northeast Shelf Province "
"11521","Amphiprion polymnus","Northeast Shelf Province "
"11522","Amsichthys knighti","Northeast Shelf Province "
"11523","Anacanthus barbatus","Northeast Shelf Province "
"11524","Anampses caeruleopunctatus","Northeast Shelf Province "
"11525","Anampses geographicus","Northeast Shelf Province "
"11526","Anampses melanurus","Northeast Shelf Province "
"11527","Anampses meleagrides","Northeast Shelf Province "
"11528","Anampses neoguinaicus","Northeast Shelf Province "
"11529","Anampses twistii","Northeast Shelf Province "
"11530","Anarchias allardicei","Northeast Shelf Province "
"11531","Anarchias cantonensis","Northeast Shelf Province "
"11532","Anarchias leucurus","Northeast Shelf Province "
"11533","Anarchias seychellensis","Northeast Shelf Province "
"11534","Anguilla australis","Northeast Shelf Province "
"11535","Anguilla obscura","Northeast Shelf Province "
"11536","Anguilla reinhardtii","Northeast Shelf Province "
"11537","Anodontostoma chacunda","Northeast Shelf Province "
"11538","Anoxypristis cuspidata","Northeast Shelf Province "
"11539","Antennarius commerson","Northeast Shelf Province "
"11540","Antennarius hispidus","Northeast Shelf Province "
"11541","Antennarius maculatus","Northeast Shelf Province "
"11542","Antennarius pictus","Northeast Shelf Province "
"11543","Antennarius striatus","Northeast Shelf Province "
"11544","Antennatus coccineus","Northeast Shelf Province "
"11545","Antennatus nummifer","Northeast Shelf Province "
"11546","Anyperodon leucogrammicus","Northeast Shelf Province "
"11547","Aphareus furca","Northeast Shelf Province "
"11548","Aphareus rutilans","Northeast Shelf Province "
"11549","Apistops caloundra","Northeast Shelf Province "
"11550","Apistus carinatus","Northeast Shelf Province "
"11551","Aploactis aspera","Northeast Shelf Province "
"11552","Apocryptodon madurensis","Northeast Shelf Province "
"11553","Apogon crassiceps","Northeast Shelf Province "
"11554","Apogon doryssa","Northeast Shelf Province "
"11555","Apogon semiornatus","Northeast Shelf Province "
"11556","Apogonichthyoides atripes","Northeast Shelf Province "
"11557","Apogonichthyoides brevicaudatus","Northeast Shelf Province "
"11558","Apogonichthyoides chrysurus","Northeast Shelf Province "
"11559","Apogonichthyoides timorensis","Northeast Shelf Province "
"11560","Apogonichthys ocellatus","Northeast Shelf Province "
"11561","Aporops bilinearis","Northeast Shelf Province "
"11562","Aprion virescens","Northeast Shelf Province "
"11563","Apterichtus klazingai","Northeast Shelf Province "
"11564","Aptychotrema rostrata","Northeast Shelf Province "
"11565","Archamia bleekeri","Northeast Shelf Province "
"11566","Arcygobius baliurus","Northeast Shelf Province "
"11567","Arenigobius frenatus","Northeast Shelf Province "
"11568","Arenigobius leftwichi","Northeast Shelf Province "
"11569","Argyrops spinifer","Northeast Shelf Province "
"11570","Ariosoma anago","Northeast Shelf Province "
"11571","Ariosoma scheelei","Northeast Shelf Province "
"11572","Arnoglossus aspilos","Northeast Shelf Province "
"11573","Arnoglossus dalgleishi","Northeast Shelf Province "
"11574","Arnoglossus fisoni","Northeast Shelf Province "
"11575","Arnoglossus japonicus","Northeast Shelf Province "
"11576","Arnoglossus macrolophus","Northeast Shelf Province "
"11577","Arnoglossus tenuis","Northeast Shelf Province "
"11578","Arnoglossus waitei","Northeast Shelf Province "
"11579","Arothron hispidus","Northeast Shelf Province "
"11580","Arothron immaculatus","Northeast Shelf Province "
"11581","Arothron manilensis","Northeast Shelf Province "
"11582","Arothron mappa","Northeast Shelf Province "
"11583","Arothron meleagris","Northeast Shelf Province "
"11584","Arothron nigropunctatus","Northeast Shelf Province "
"11585","Arothron reticularis","Northeast Shelf Province "
"11586","Arothron stellatus","Northeast Shelf Province "
"11587","Arrhamphus sclerolepis","Northeast Shelf Province "
"11588","Aseraggodes melanostictus","Northeast Shelf Province "
"11589","Aseraggodes normani","Northeast Shelf Province "
"11590","Aseraggodes pelvicus","Northeast Shelf Province "
"11591","Aspidontus dussumieri","Northeast Shelf Province "
"11592","Aspidontus taeniatus","Northeast Shelf Province "
"11593","Assessor macneilli","Northeast Shelf Province "
"11594","Asterorhombus intermedius","Northeast Shelf Province "
"11595","Asterropteryx ensifera","Northeast Shelf Province "
"11596","Asterropteryx semipunctata","Northeast Shelf Province "
"11597","Asterropteryx spinosa","Northeast Shelf Province "
"11598","Atelomycterus marnkalha","Northeast Shelf Province "
"11599","Atherinomorus capricornensis","Northeast Shelf Province "
"11600","Atherinomorus endrachtensis","Northeast Shelf Province "
"11601","Atherinomorus lacunosus","Northeast Shelf Province "
"11602","Atherinomorus vaigiensis","Northeast Shelf Province "
"11603","Atherion elymus","Northeast Shelf Province "
"11604","Atrosalarias holomelas","Northeast Shelf Province "
"11605","Atule mate","Northeast Shelf Province "
"11606","Aulostomus chinensis","Northeast Shelf Province "
"11607","Aurigequula fasciata","Northeast Shelf Province "
"11608","Aurigequula longispinis","Northeast Shelf Province "
"11609","Austrolethops wardi","Northeast Shelf Province "
"11610","Austronibea oedogenys","Northeast Shelf Province "
"11611","Auxis rochei","Northeast Shelf Province "
"11612","Auxis thazard","Northeast Shelf Province "
"11613","Balistapus undulatus","Northeast Shelf Province "
"11614","Balistoides conspicillum","Northeast Shelf Province "
"11615","Balistoides viridescens","Northeast Shelf Province "
"11616","Banjos banjos","Northeast Shelf Province "
"11617","Bathyaploactis curtisensis","Northeast Shelf Province "
"11618","Bathyaploactis ornatissimus","Northeast Shelf Province "
"11619","Bathycallionymus moretonensis","Northeast Shelf Province "
"11620","Bathygobius coalitus","Northeast Shelf Province "
"11621","Bathygobius cocosensis","Northeast Shelf Province "
"11622","Bathygobius cotticeps","Northeast Shelf Province "
"11623","Bathygobius cyclopterus","Northeast Shelf Province "
"11624","Bathygobius fuscus","Northeast Shelf Province "
"11625","Bathygobius laddi","Northeast Shelf Province "
"11626","Bathygobius meggitti","Northeast Shelf Province "
"11627","Batrachomoeus dubius","Northeast Shelf Province "
"11628","Batrachomoeus trispinosus","Northeast Shelf Province "
"11629","Belonepterygion fasciolatum","Northeast Shelf Province "
"11630","Belonoperca chabanaudi","Northeast Shelf Province "
"11631","Bembras macrolepis","Northeast Shelf Province "
"11632","Blenniella chrysospilos","Northeast Shelf Province "
"11633","Blenniella paula","Northeast Shelf Province "
"11634","Blennodesmus scapularis","Northeast Shelf Province "
"11635","Bodianus axillaris","Northeast Shelf Province "
"11636","Bodianus bimaculatus","Northeast Shelf Province "
"11637","Bodianus dictynna","Northeast Shelf Province "
"11638","Bodianus loxozonus","Northeast Shelf Province "
"11639","Bodianus mesothorax","Northeast Shelf Province "
"11640","Bodianus perditio","Northeast Shelf Province "
"11641","Bolbometopon muricatum","Northeast Shelf Province "
"11642","Boleophthalmus caeruleomaculatus","Northeast Shelf Province "
"11643","Bostrychus sinensis","Northeast Shelf Province "
"11644","Bothus mancus","Northeast Shelf Province "
"11645","Bothus myriaster","Northeast Shelf Province "
"11646","Bothus pantherinus","Northeast Shelf Province "
"11647","Brachaelurus colcloughi","Northeast Shelf Province "
"11648","Brachaluteres taylori","Northeast Shelf Province "
"11649","Brachirus breviceps","Northeast Shelf Province "
"11650","Brachirus fitzroiensis","Northeast Shelf Province "
"11651","Brachirus niger","Northeast Shelf Province "
"11652","Brachirus orientalis","Northeast Shelf Province "
"11653","Brachypterois curvispina","Northeast Shelf Province "
"11654","Brachysomophis henshawi","Northeast Shelf Province "
"11655","Branchiostegus serratus","Northeast Shelf Province "
"11656","Branchiostegus wardi","Northeast Shelf Province "
"11657","Bregmaceros nectabanus","Northeast Shelf Province "
"11658","Bregmaceros rarisquamosus","Northeast Shelf Province "
"11659","Brotula multibarbata","Northeast Shelf Province "
"11660","Bryaninops amplus","Northeast Shelf Province "
"11661","Bryaninops isis","Northeast Shelf Province "
"11662","Bryaninops loki","Northeast Shelf Province "
"11663","Bryaninops yongei","Northeast Shelf Province "
"11664","Bunaka gyrinoides","Northeast Shelf Province "
"11665","Butis butis","Northeast Shelf Province "
"11666","Butis koilomatodon","Northeast Shelf Province "
"11667","Cabillus atripelvicus","Northeast Shelf Province "
"11668","Cabillus lacertops","Northeast Shelf Province "
"11669","Cabillus macrophthalmus","Northeast Shelf Province "
"11670","Cabillus tongarevae","Northeast Shelf Province "
"11671","Caesio caerulaurea","Northeast Shelf Province "
"11672","Caesio cuning","Northeast Shelf Province "
"11673","Caesio lunaris","Northeast Shelf Province "
"11674","Caesio teres","Northeast Shelf Province "
"11675","Callechelys catostoma","Northeast Shelf Province "
"11676","Callechelys marmorata","Northeast Shelf Province "
"11677","Calliurichthys grossi","Northeast Shelf Province "
"11678","Calliurichthys ogilbyi","Northeast Shelf Province "
"11679","Callogobius flavobrunneus","Northeast Shelf Province "
"11680","Callogobius hasseltii","Northeast Shelf Province "
"11681","Callogobius maculipinnis","Northeast Shelf Province "
"11682","Callogobius okinawae","Northeast Shelf Province "
"11683","Callogobius sclateri","Northeast Shelf Province "
"11684","Calloplesiops altivelis","Northeast Shelf Province "
"11685","Calotomus carolinus","Northeast Shelf Province "
"11686","Calotomus spinidens","Northeast Shelf Province "
"11687","Calumia godeffroyi","Northeast Shelf Province "
"11688","Cantherhines dumerilii","Northeast Shelf Province "
"11689","Cantherhines fronticinctus","Northeast Shelf Province "
"11690","Cantherhines pardalis","Northeast Shelf Province "
"11691","Cantheschenia grandisquamis","Northeast Shelf Province "
"11692","Canthidermis maculata","Northeast Shelf Province "
"11693","Canthigaster amboinensis","Northeast Shelf Province "
"11694","Canthigaster axiologus","Northeast Shelf Province "
"11695","Canthigaster bennetti","Northeast Shelf Province "
"11696","Canthigaster janthinopterus","Northeast Shelf Province "
"11697","Canthigaster ocellicincta","Northeast Shelf Province "
"11698","Canthigaster rivulata","Northeast Shelf Province "
"11699","Canthigaster solandri","Northeast Shelf Province "
"11700","Canthigaster valentini","Northeast Shelf Province "
"11701","Caracanthus maculatus","Northeast Shelf Province "
"11702","Caracanthus unipinna","Northeast Shelf Province "
"11703","Caragobius rubristriatus","Northeast Shelf Province "
"11704","Carangoides caeruleopinnatus","Northeast Shelf Province "
"11705","Carangoides chrysophrys","Northeast Shelf Province "
"11706","Carangoides equula","Northeast Shelf Province "
"11707","Carangoides ferdau","Northeast Shelf Province "
"11708","Carangoides fulvoguttatus","Northeast Shelf Province "
"11709","Carangoides gymnostethus","Northeast Shelf Province "
"11710","Carangoides hedlandensis","Northeast Shelf Province "
"11711","Carangoides humerosus","Northeast Shelf Province "
"11712","Carangoides malabaricus","Northeast Shelf Province "
"11713","Carangoides oblongus","Northeast Shelf Province "
"11714","Carangoides orthogrammus","Northeast Shelf Province "
"11715","Carangoides talamparoides","Northeast Shelf Province "
"11716","Caranx bucculentus","Northeast Shelf Province "
"11717","Caranx ignobilis","Northeast Shelf Province "
"11718","Caranx lugubris","Northeast Shelf Province "
"11719","Caranx melampygus","Northeast Shelf Province "
"11720","Caranx papuensis","Northeast Shelf Province "
"11721","Caranx sexfasciatus","Northeast Shelf Province "
"11722","Caranx tille","Northeast Shelf Province "
"11723","Carapus mourlani","Northeast Shelf Province "
"11724","Carcharhinus albimarginatus","Northeast Shelf Province "
"11725","Carcharhinus altimus","Northeast Shelf Province "
"11726","Carcharhinus amblyrhynchoides","Northeast Shelf Province "
"11727","Carcharhinus amblyrhynchos","Northeast Shelf Province "
"11728","Carcharhinus amboinensis","Northeast Shelf Province "
"11729","Carcharhinus brevipinna","Northeast Shelf Province "
"11730","Carcharhinus cautus","Northeast Shelf Province "
"11731","Carcharhinus coatesi","Northeast Shelf Province "
"11732","Carcharhinus falciformis","Northeast Shelf Province "
"11733","Carcharhinus fitzroyensis","Northeast Shelf Province "
"11734","Carcharhinus leucas","Northeast Shelf Province "
"11735","Carcharhinus limbatus","Northeast Shelf Province "
"11736","Carcharhinus longimanus","Northeast Shelf Province "
"11737","Carcharhinus macloti","Northeast Shelf Province "
"11738","Carcharhinus melanopterus","Northeast Shelf Province "
"11739","Carcharhinus obscurus","Northeast Shelf Province "
"11740","Carcharhinus plumbeus","Northeast Shelf Province "
"11741","Carcharhinus sorrah","Northeast Shelf Province "
"11742","Carcharhinus tilstoni","Northeast Shelf Province "
"11743","Carcharias taurus","Northeast Shelf Province "
"11744","Centriscus cristatus","Northeast Shelf Province "
"11745","Centriscus scutatus","Northeast Shelf Province "
"11746","Centrogenys vaigiensis","Northeast Shelf Province "
"11747","Centrophorus granulosus","Northeast Shelf Province "
"11748","Centrophorus moluccensis","Northeast Shelf Province "
"11749","Centropogon australis","Northeast Shelf Province "
"11750","Centropogon marmoratus","Northeast Shelf Province "
"11751","Centropyge bicolor","Northeast Shelf Province "
"11752","Centropyge bispinosa","Northeast Shelf Province "
"11753","Centropyge flavicauda","Northeast Shelf Province "
"11754","Centropyge flavissima","Northeast Shelf Province "
"11755","Centropyge heraldi","Northeast Shelf Province "
"11756","Centropyge tibicen","Northeast Shelf Province "
"11757","Centropyge vrolikii","Northeast Shelf Province "
"11758","Cephalopholis argus","Northeast Shelf Province "
"11759","Cephalopholis boenak","Northeast Shelf Province "
"11760","Cephalopholis cyanostigma","Northeast Shelf Province "
"11761","Cephalopholis leopardus","Northeast Shelf Province "
"11762","Cephalopholis microprion","Northeast Shelf Province "
"11763","Cephalopholis miniata","Northeast Shelf Province "
"11764","Cephalopholis sexmaculata","Northeast Shelf Province "
"11765","Cephalopholis sonnerati","Northeast Shelf Province "
"11766","Cephalopholis spiloparaea","Northeast Shelf Province "
"11767","Cephalopholis urodeta","Northeast Shelf Province "
"11768","Cephaloscyllium variegatum","Northeast Shelf Province "
"11769","Cepola australis","Northeast Shelf Province "
"11770","Ceratobregma acanthops","Northeast Shelf Province "
"11771","Ceratobregma helenae","Northeast Shelf Province "
"11772","Cetoscarus ocellatus","Northeast Shelf Province "
"11773","Chaetodermis penicilligerus","Northeast Shelf Province "
"11774","Chaetodon aureofasciatus","Northeast Shelf Province "
"11775","Chaetodon auriga","Northeast Shelf Province "
"11776","Chaetodon baronessa","Northeast Shelf Province "
"11777","Chaetodon bennetti","Northeast Shelf Province "
"11778","Chaetodon citrinellus","Northeast Shelf Province "
"11779","Chaetodon ephippium","Northeast Shelf Province "
"11780","Chaetodon flavirostris","Northeast Shelf Province "
"11781","Chaetodon guentheri","Northeast Shelf Province "
"11782","Chaetodon kleinii","Northeast Shelf Province "
"11783","Chaetodon lineolatus","Northeast Shelf Province "
"11784","Chaetodon lunula","Northeast Shelf Province "
"11785","Chaetodon lunulatus","Northeast Shelf Province "
"11786","Chaetodon melannotus","Northeast Shelf Province "
"11787","Chaetodon mertensii","Northeast Shelf Province "
"11788","Chaetodon meyeri","Northeast Shelf Province "
"11789","Chaetodon ocellicaudus","Northeast Shelf Province "
"11790","Chaetodon ornatissimus","Northeast Shelf Province "
"11791","Chaetodon pelewensis","Northeast Shelf Province "
"11792","Chaetodon plebeius","Northeast Shelf Province "
"11793","Chaetodon rafflesii","Northeast Shelf Province "
"11794","Chaetodon rainfordi","Northeast Shelf Province "
"11795","Chaetodon reticulatus","Northeast Shelf Province "
"11796","Chaetodon semeion","Northeast Shelf Province "
"11797","Chaetodon speculum","Northeast Shelf Province "
"11798","Chaetodon trifascialis","Northeast Shelf Province "
"11799","Chaetodon ulietensis","Northeast Shelf Province "
"11800","Chaetodon unimaculatus","Northeast Shelf Province "
"11801","Chaetodon vagabundus","Northeast Shelf Province "
"11802","Chaetodontoplus conspicillatus","Northeast Shelf Province "
"11803","Chaetodontoplus duboulayi","Northeast Shelf Province "
"11804","Chaetodontoplus meredithi","Northeast Shelf Province "
"11805","Champsodon guentheri","Northeast Shelf Province "
"11806","Champsodon machaeratus","Northeast Shelf Province "
"11807","Champsodon nudivittis","Northeast Shelf Province "
"11808","Champsodon snyderi","Northeast Shelf Province "
"11809","Chanos chanos","Northeast Shelf Province "
"11810","Chascanopsetta lugubris","Northeast Shelf Province "
"11811","Cheilinus chlorourus","Northeast Shelf Province "
"11812","Cheilinus fasciatus","Northeast Shelf Province "
"11813","Cheilinus oxycephalus","Northeast Shelf Province "
"11814","Cheilinus trilobatus","Northeast Shelf Province "
"11815","Cheilinus undulatus","Northeast Shelf Province "
"11816","Cheilio inermis","Northeast Shelf Province "
"11817","Cheilodactylus vestitus","Northeast Shelf Province "
"11818","Cheilodipterus artus","Northeast Shelf Province "
"11819","Cheilodipterus intermedius","Northeast Shelf Province "
"11820","Cheilodipterus isostigma","Northeast Shelf Province "
"11821","Cheilodipterus macrodon","Northeast Shelf Province "
"11822","Cheilodipterus quinquelineatus","Northeast Shelf Province "
"11823","Cheilopogon abei","Northeast Shelf Province "
"11824","Cheilopogon pinnatibarbatus","Northeast Shelf Province "
"11825","Cheilopogon spilonotopterus","Northeast Shelf Province "
"11826","Cheiloprion labiatus","Northeast Shelf Province "
"11827","Chelidoperca margaritifera","Northeast Shelf Province "
"11828","Chelmon marginalis","Northeast Shelf Province "
"11829","Chelmon muelleri","Northeast Shelf Province "
"11830","Chelmon rostratus","Northeast Shelf Province "
"11831","Chelonodon dapsilis","Northeast Shelf Province "
"11832","Chelonodon patoca","Northeast Shelf Province "
"11833","Chilomycterus reticulatus","Northeast Shelf Province "
"11834","Chiloscyllium punctatum","Northeast Shelf Province "
"11835","Chirocentrus dorab","Northeast Shelf Province "
"11836","Chlamydogobius ranunculus","Northeast Shelf Province "
"11837","Chlorurus bleekeri","Northeast Shelf Province "
"11838","Chlorurus frontalis","Northeast Shelf Province "
"11839","Chlorurus japanensis","Northeast Shelf Province "
"11840","Chlorurus microrhinos","Northeast Shelf Province "
"11841","Chlorurus spilurus","Northeast Shelf Province "
"11842","Choerodon anchorago","Northeast Shelf Province "
"11843","Choerodon cephalotes","Northeast Shelf Province "
"11844","Choerodon cyanodus","Northeast Shelf Province "
"11845","Choerodon fasciatus","Northeast Shelf Province "
"11846","Choerodon frenatus","Northeast Shelf Province "
"11847","Choerodon gomoni","Northeast Shelf Province "
"11848","Choerodon graphicus","Northeast Shelf Province "
"11849","Choerodon jordani","Northeast Shelf Province "
"11850","Choerodon monostigma","Northeast Shelf Province "
"11851","Choerodon schoenleinii","Northeast Shelf Province "
